"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Morning workout ☀️","31 Aug 2025, 11:05","31 Aug 2025, 11:56","","Hammer Curl (Dumbbell)",,"",1,"normal",24,10,,,
"Morning workout ☀️","31 Aug 2025, 11:05","31 Aug 2025, 11:56","","Hammer Curl (Dumbbell)",,"",2,"normal",24,10,,,
"Morning workout ☀️","31 Aug 2025, 11:05","31 Aug 2025, 11:56","","Hammer Curl (Dumbbell)",,"",3,"normal",24,10,,,
"Morning workout ☀️","31 Aug 2025, 11:05","31 Aug 2025, 11:56","","Decline Crunch (Weighted)",,"",0,"normal",10,10,,,
"Morning workout ☀️","31 Aug 2025, 11:05","31 Aug 2025, 11:56","","Decline Crunch (Weighted)",,"",1,"normal",10,10,,,
"Morning workout ☀️","29 Aug 2025, 11:25","29 Aug 2025, 11:36","","Pull Up",,"",0,"normal",,5,,,
"Morning workout ☀️","29 Aug 2025, 11:25","29 Aug 2025, 11:36","","Pull Up",,"",1,"normal",,5,,,
"Morning workout ☀️","29 Aug 2025, 11:25","29 Aug 2025, 11:36","","Pull Up",,"",2,"normal",,5,,,
"Morning workout ☀️","29 Aug 2025, 11:25","29 Aug 2025, 11:36","","Decline Crunch (Weighted)",,"",0,"normal",10,10,,,
"Morning workout ☀️","29 Aug 2025, 11:25","29 Aug 2025, 11:36","","Decline Crunch (Weighted)",,"",1,"normal",10,10,,,
"Morning workout ☀️","29 Aug 2025, 11:25","29 Aug 2025, 11:36","","EZ Bar Biceps Curl",,"",0,"normal",25,10,,,
"Morning workout ☀️","29 Aug 2025, 11:25","29 Aug 2025, 11:36","","EZ Bar Biceps Curl",,"",1,"normal",25,10,,,
"Morning workout ☀️","29 Aug 2025, 11:25","29 Aug 2025, 11:36","","EZ Bar Biceps Curl",,"",2,"normal",25,10,,,
"Morning workout ☀️","29 Aug 2025, 11:25","29 Aug 2025, 11:36","","EZ Bar Biceps Curl",,"",3,"normal",25,10,,,
"Afternoon workout 💪","28 Aug 2025, 16:30","28 Aug 2025, 17:18","","Decline Crunch (Weighted)",,"",0,"normal",10,10,,,
"Afternoon workout 💪","28 Aug 2025, 16:30","28 Aug 2025, 17:18","","Decline Crunch (Weighted)",,"",1,"normal",10,10,,,
"Afternoon workout 💪","28 Aug 2025, 16:30","28 Aug 2025, 17:18","","Decline Crunch (Weighted)",,"",2,"normal",10,10,,,
"Afternoon workout 💪","28 Aug 2025, 16:30","28 Aug 2025, 17:18","","Bicep Curl (Dumbbell)",,"",0,"normal",32,5,,,
"Afternoon workout 💪","28 Aug 2025, 16:30","28 Aug 2025, 17:18","","Bicep Curl (Dumbbell)",,"",1,"normal",32,5,,,
"Afternoon workout 💪","28 Aug 2025, 16:30","28 Aug 2025, 17:18","","Bicep Curl (Dumbbell)",,"",2,"normal",32,5,,,
"Afternoon workout 💪","28 Aug 2025, 16:30","28 Aug 2025, 17:18","","Bicep Curl (Dumbbell)",,"",3,"normal",32,5,,,
"Afternoon workout 💪","28 Aug 2025, 16:30","28 Aug 2025, 17:18","","Incline Bench Press (Dumbbell)",,"",0,"normal",28,10,,,
"Afternoon workout 💪","28 Aug 2025, 16:30","28 Aug 2025, 17:18","","Incline Bench Press (Dumbbell)",,"",1,"normal",28,10,,,
"Afternoon workout 💪","28 Aug 2025, 16:30","28 Aug 2025, 17:18","","Incline Bench Press (Dumbbell)",,"",2,"normal",28,10,,,
"Afternoon workout 💪","28 Aug 2025, 16:30","28 Aug 2025, 17:18","","Decline Crunch (Weighted)",,"",0,"normal",10,10,,,
"Afternoon workout 💪","28 Aug 2025, 16:30","28 Aug 2025, 17:18","","Decline Crunch (Weighted)",,"",1,"normal",10,10,,,
"Afternoon workout 💪","28 Aug 2025, 16:30","28 Aug 2025, 17:18","","EZ Bar Biceps Curl",,"",0,"normal",25,10,,,
"Afternoon workout 💪","28 Aug 2025, 16:30","28 Aug 2025, 17:18","","EZ Bar Biceps Curl",,"",1,"normal",25,10,,,
"Afternoon workout 💪","28 Aug 2025, 16:30","28 Aug 2025, 17:18","","EZ Bar Biceps Curl",,"",2,"normal",25,10,,,
"Afternoon workout 💪","28 Aug 2025, 16:30","28 Aug 2025, 17:18","","EZ Bar Biceps Curl",,"",3,"normal",25,10,,,
"Afternoon workout 💪","28 Aug 2025, 16:30","28 Aug 2025, 17:18","","Decline Chest Fly (Dumbbell)",,"",0,"normal",28,10,,,
"Afternoon workout 💪","28 Aug 2025, 16:30","28 Aug 2025, 17:18","","Decline Chest Fly (Dumbbell)",,"",1,"normal",28,10,,,
"Afternoon workout 💪","23 Aug 2025, 12:55","23 Aug 2025, 13:39","","Bench Press (Barbell)",,"",0,"normal",40,10,,,
"Afternoon workout 💪","23 Aug 2025, 12:55","23 Aug 2025, 13:39","","Bench Press (Barbell)",,"",1,"normal",40,10,,,
"Afternoon workout 💪","23 Aug 2025, 12:55","23 Aug 2025, 13:39","","Bench Press (Barbell)",,"",2,"normal",40,10,,,
"Afternoon workout 💪","23 Aug 2025, 12:55","23 Aug 2025, 13:39","","Bench Press (Barbell)",,"",3,"normal",40,10,,,
"Afternoon workout 💪","23 Aug 2025, 12:55","23 Aug 2025, 13:39","","Bench Press (Barbell)",,"",4,"normal",50,5,,,
"Afternoon workout 💪","23 Aug 2025, 12:55","23 Aug 2025, 13:39","","Bench Press (Barbell)",,"",5,"normal",50,5,,,
"Afternoon workout 💪","23 Aug 2025, 12:55","23 Aug 2025, 13:39","","Bicep Curl (Dumbbell)",,"",0,"normal",32,4,,,
"Afternoon workout 💪","23 Aug 2025, 12:55","23 Aug 2025, 13:39","","Bicep Curl (Dumbbell)",,"",1,"normal",32,4,,,
"Afternoon workout 💪","23 Aug 2025, 12:55","23 Aug 2025, 13:39","","Bicep Curl (Dumbbell)",,"",2,"normal",32,4,,,
"Afternoon workout 💪","23 Aug 2025, 12:55","23 Aug 2025, 13:39","","Bicep Curl (Dumbbell)",,"",3,"normal",32,5,,,
"Afternoon workout 💪","23 Aug 2025, 12:55","23 Aug 2025, 13:39","","Dumbbell Row",,"",0,"normal",32,10,,,
"Afternoon workout 💪","23 Aug 2025, 12:55","23 Aug 2025, 13:39","","Dumbbell Row",,"",1,"normal",32,10,,,
"Afternoon workout 💪","23 Aug 2025, 12:55","23 Aug 2025, 13:39","","Dumbbell Row",,"",2,"normal",32,10,,,
"Afternoon workout 💪","23 Aug 2025, 12:55","23 Aug 2025, 13:39","","Dumbbell Row",,"",3,"normal",32,10,,,
"Afternoon workout 💪","23 Aug 2025, 12:55","23 Aug 2025, 13:39","","Decline Chest Fly (Dumbbell)",,"",0,"normal",28,10,,,
"Afternoon workout 💪","23 Aug 2025, 12:55","23 Aug 2025, 13:39","","Decline Chest Fly (Dumbbell)",,"",1,"normal",32,10,,,
"Afternoon workout 💪","23 Aug 2025, 12:55","23 Aug 2025, 13:39","","EZ Bar Biceps Curl",,"",0,"normal",25,10,,,
"Afternoon workout 💪","23 Aug 2025, 12:55","23 Aug 2025, 13:39","","EZ Bar Biceps Curl",,"",1,"normal",25,10,,,
"Afternoon workout 💪","23 Aug 2025, 12:55","23 Aug 2025, 13:39","","EZ Bar Biceps Curl",,"",2,"normal",25,10,,,
"Afternoon workout 💪","23 Aug 2025, 12:55","23 Aug 2025, 13:39","","EZ Bar Biceps Curl",,"",3,"normal",25,10,,,
"Afternoon workout 💪","23 Aug 2025, 12:55","23 Aug 2025, 13:39","","Incline Bench Press (Dumbbell)",,"",0,"normal",32,10,,,
"Afternoon workout 💪","23 Aug 2025, 12:55","23 Aug 2025, 13:39","","Incline Bench Press (Dumbbell)",,"",1,"normal",32,10,,,
"Afternoon workout 💪","15 Aug 2025, 15:06","15 Aug 2025, 15:38","","Bench Press (Barbell)",,"",0,"normal",50,10,,,
"Afternoon workout 💪","15 Aug 2025, 15:06","15 Aug 2025, 15:38","","Bench Press (Barbell)",,"",1,"normal",50,10,,,
"Afternoon workout 💪","15 Aug 2025, 15:06","15 Aug 2025, 15:38","","Bench Press (Barbell)",,"",2,"normal",50,5,,,
"Afternoon workout 💪","15 Aug 2025, 15:06","15 Aug 2025, 15:38","","Bench Press (Barbell)",,"",3,"normal",50,5,,,
"Afternoon workout 💪","15 Aug 2025, 15:06","15 Aug 2025, 15:38","","Bicep Curl (Dumbbell)",,"",0,"normal",28,8,,,
"Afternoon workout 💪","15 Aug 2025, 15:06","15 Aug 2025, 15:38","","Bicep Curl (Dumbbell)",,"",1,"normal",28,8,,,
"Afternoon workout 💪","15 Aug 2025, 15:06","15 Aug 2025, 15:38","","Bicep Curl (Dumbbell)",,"",2,"normal",28,8,,,
"Afternoon workout 💪","15 Aug 2025, 15:06","15 Aug 2025, 15:38","","Bicep Curl (Dumbbell)",,"",3,"normal",28,5,,,
"Afternoon workout 💪","15 Aug 2025, 15:06","15 Aug 2025, 15:38","","Dumbbell Row",,"",0,"normal",28,10,,,
"Afternoon workout 💪","15 Aug 2025, 15:06","15 Aug 2025, 15:38","","Dumbbell Row",,"",1,"normal",28,10,,,
"Afternoon workout 💪","15 Aug 2025, 15:06","15 Aug 2025, 15:38","","Dumbbell Row",,"",2,"normal",28,10,,,
"Afternoon workout 💪","15 Aug 2025, 15:06","15 Aug 2025, 15:38","","Dumbbell Row",,"",3,"normal",28,10,,,
"Afternoon workout 💪","15 Aug 2025, 15:06","15 Aug 2025, 15:38","","Decline Chest Fly (Dumbbell)",,"",0,"normal",32,10,,,
"Afternoon workout 💪","15 Aug 2025, 15:06","15 Aug 2025, 15:38","","Decline Chest Fly (Dumbbell)",,"",1,"normal",32,10,,,
"Morning workout ☀️","13 Aug 2025, 10:31","13 Aug 2025, 11:09","","Bench Press (Barbell)",,"",0,"normal",40,14,,,
"Morning workout ☀️","13 Aug 2025, 10:31","13 Aug 2025, 11:09","","Bench Press (Barbell)",,"",1,"normal",50,10,,,
"Morning workout ☀️","13 Aug 2025, 10:31","13 Aug 2025, 11:09","","Bench Press (Barbell)",,"",2,"normal",50,8,,,
"Morning workout ☀️","13 Aug 2025, 10:31","13 Aug 2025, 11:09","","Bench Press (Barbell)",,"",3,"normal",50,8,,,
"Morning workout ☀️","13 Aug 2025, 10:31","13 Aug 2025, 11:09","","Bicep Curl (Dumbbell)",,"",0,"normal",28,8,,,
"Morning workout ☀️","13 Aug 2025, 10:31","13 Aug 2025, 11:09","","Bicep Curl (Dumbbell)",,"",1,"normal",28,6,,,
"Morning workout ☀️","13 Aug 2025, 10:31","13 Aug 2025, 11:09","","Bicep Curl (Dumbbell)",,"",2,"normal",28,6,,,
"Morning workout ☀️","13 Aug 2025, 10:31","13 Aug 2025, 11:09","","Bicep Curl (Dumbbell)",,"",3,"normal",28,5,,,
"Morning workout ☀️","13 Aug 2025, 10:31","13 Aug 2025, 11:09","","Dumbbell Row",,"",0,"normal",28,10,,,
"Morning workout ☀️","13 Aug 2025, 10:31","13 Aug 2025, 11:09","","Dumbbell Row",,"",1,"normal",28,10,,,
"Morning workout ☀️","13 Aug 2025, 10:31","13 Aug 2025, 11:09","","Dumbbell Row",,"",2,"normal",28,10,,,
"Morning workout ☀️","13 Aug 2025, 10:31","13 Aug 2025, 11:09","","Dumbbell Row",,"",3,"normal",28,10,,,
"Morning workout ☀️","13 Aug 2025, 10:31","13 Aug 2025, 11:09","","Decline Chest Fly (Dumbbell)",,"",0,"normal",32,10,,,
"Morning workout ☀️","13 Aug 2025, 10:31","13 Aug 2025, 11:09","","Decline Chest Fly (Dumbbell)",,"",1,"normal",32,10,,,
"Morning workout ☀️","13 Aug 2025, 10:31","13 Aug 2025, 11:09","","Decline Chest Fly (Dumbbell)",,"",2,"normal",32,10,,,
"Morning workout ☀️","13 Aug 2025, 10:31","13 Aug 2025, 11:09","","Decline Chest Fly (Dumbbell)",,"",3,"normal",32,10,,,
"Morning workout ☀️","13 Aug 2025, 10:31","13 Aug 2025, 11:09","","EZ Bar Biceps Curl",,"",0,"normal",25,10,,,
"Morning workout ☀️","13 Aug 2025, 10:31","13 Aug 2025, 11:09","","EZ Bar Biceps Curl",,"",1,"normal",25,10,,,
"Morning workout ☀️","13 Aug 2025, 10:31","13 Aug 2025, 11:09","","EZ Bar Biceps Curl",,"",2,"normal",25,10,,,
"Morning workout ☀️","13 Aug 2025, 10:31","13 Aug 2025, 11:09","","EZ Bar Biceps Curl",,"",3,"normal",25,10,,,
"Afternoon workout 💪","8 Aug 2025, 22:00","8 Aug 2025, 22:36","","Bicep Curl (Dumbbell)",,"",0,"normal",22.68,10,,,
"Afternoon workout 💪","8 Aug 2025, 22:00","8 Aug 2025, 22:36","","Bicep Curl (Dumbbell)",,"",1,"normal",22.68,10,,,
"Afternoon workout 💪","8 Aug 2025, 22:00","8 Aug 2025, 22:36","","Bicep Curl (Dumbbell)",,"",2,"normal",22.68,10,,,
"Afternoon workout 💪","8 Aug 2025, 22:00","8 Aug 2025, 22:36","","Bicep Curl (Dumbbell)",,"",3,"normal",22.68,10,,,
"Afternoon workout 💪","8 Aug 2025, 22:00","8 Aug 2025, 22:36","","Dumbbell Row",,"",0,"normal",22.68,10,,,
"Afternoon workout 💪","8 Aug 2025, 22:00","8 Aug 2025, 22:36","","Dumbbell Row",,"",1,"normal",22.68,10,,,
"Afternoon workout 💪","8 Aug 2025, 22:00","8 Aug 2025, 22:36","","Dumbbell Row",,"",2,"normal",22.68,10,,,
"Afternoon workout 💪","8 Aug 2025, 22:00","8 Aug 2025, 22:36","","Dumbbell Row",,"",3,"normal",22.68,10,,,
"Afternoon workout 💪","8 Aug 2025, 22:00","8 Aug 2025, 22:36","","Hammer Curl (Dumbbell)",,"",0,"normal",22.68,10,,,
"Afternoon workout 💪","8 Aug 2025, 22:00","8 Aug 2025, 22:36","","Hammer Curl (Dumbbell)",,"",1,"normal",22.68,10,,,
"Afternoon workout 💪","8 Aug 2025, 22:00","8 Aug 2025, 22:36","","Hammer Curl (Dumbbell)",,"",2,"normal",22.68,10,,,
"Afternoon workout 💪","8 Aug 2025, 22:00","8 Aug 2025, 22:36","","Hammer Curl (Dumbbell)",,"",3,"normal",22.68,10,,,
"Afternoon workout 💪","8 Aug 2025, 22:00","8 Aug 2025, 22:36","","Decline Chest Fly (Dumbbell)",,"",0,"normal",22.68,15,,,
"Afternoon workout 💪","8 Aug 2025, 22:00","8 Aug 2025, 22:36","","Decline Chest Fly (Dumbbell)",,"",1,"normal",22.68,15,,,
"Afternoon workout 💪","8 Aug 2025, 22:00","8 Aug 2025, 22:36","","Decline Chest Fly (Dumbbell)",,"",2,"normal",22.68,15,,,
"Afternoon workout 💪","8 Aug 2025, 22:00","8 Aug 2025, 22:36","","Decline Chest Fly (Dumbbell)",,"",3,"normal",22.68,15,,,
"Morning workout ☀️","6 Aug 2025, 18:25","6 Aug 2025, 18:56","","Incline Bench Press (Dumbbell)",,"",0,"normal",22.68,10,,,
"Morning workout ☀️","6 Aug 2025, 18:25","6 Aug 2025, 18:56","","Incline Bench Press (Dumbbell)",,"",1,"normal",22.68,10,,,
"Morning workout ☀️","6 Aug 2025, 18:25","6 Aug 2025, 18:56","","Incline Bench Press (Dumbbell)",,"",2,"normal",22.68,10,,,
"Morning workout ☀️","6 Aug 2025, 18:25","6 Aug 2025, 18:56","","Incline Bench Press (Dumbbell)",,"",3,"normal",22.68,10,,,
"Morning workout ☀️","6 Aug 2025, 18:25","6 Aug 2025, 18:56","","Dumbbell Row",,"",0,"normal",22.68,10,,,
"Morning workout ☀️","6 Aug 2025, 18:25","6 Aug 2025, 18:56","","Dumbbell Row",,"",1,"normal",22.68,10,,,
"Morning workout ☀️","6 Aug 2025, 18:25","6 Aug 2025, 18:56","","Dumbbell Row",,"",2,"normal",22.68,10,,,
"Morning workout ☀️","6 Aug 2025, 18:25","6 Aug 2025, 18:56","","Dumbbell Row",,"",3,"normal",22.68,10,,,
"Morning workout ☀️","6 Aug 2025, 18:25","6 Aug 2025, 18:56","","Hammer Curl (Dumbbell)",,"",0,"normal",22.68,10,,,
"Morning workout ☀️","6 Aug 2025, 18:25","6 Aug 2025, 18:56","","Hammer Curl (Dumbbell)",,"",1,"normal",22.68,5,,,
"Morning workout ☀️","6 Aug 2025, 18:25","6 Aug 2025, 18:56","","Hammer Curl (Dumbbell)",,"",2,"normal",22.68,5,,,
"Morning workout ☀️","6 Aug 2025, 18:25","6 Aug 2025, 18:56","","Hammer Curl (Dumbbell)",,"",3,"normal",22.68,8,,,
"Morning workout ☀️","6 Aug 2025, 18:25","6 Aug 2025, 18:56","","Bicep Curl (Dumbbell)",,"",0,"normal",22.68,10,,,
"Morning workout ☀️","6 Aug 2025, 18:25","6 Aug 2025, 18:56","","Bicep Curl (Dumbbell)",,"",1,"normal",22.68,10,,,
"Morning workout ☀️","6 Aug 2025, 18:25","6 Aug 2025, 18:56","","Bicep Curl (Dumbbell)",,"",2,"normal",22.68,10,,,
"Morning workout ☀️","6 Aug 2025, 18:25","6 Aug 2025, 18:56","","Bicycle Crunch",,"",0,"normal",,10,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Sit Up",,"",0,"normal",,20,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Sit Up",,"",1,"normal",,10,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Dumbbell Row",,"",0,"normal",18,10,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Dumbbell Row",,"",1,"normal",18,10,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Dumbbell Row",,"",2,"normal",16,10,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Dumbbell Row",,"",3,"normal",16,10,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Bench Press (Barbell)",,"",0,"warmup",,10,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Bench Press (Barbell)",,"",1,"warmup",,5,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Bench Press (Barbell)",,"",2,"normal",13.61,20,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Bench Press (Barbell)",,"",3,"normal",13.61,15,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Bench Press (Barbell)",,"",4,"normal",13.61,15,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Hammer Curl (Dumbbell)",,"",0,"normal",6.8,5,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Hammer Curl (Dumbbell)",,"",1,"normal",6.8,5,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Hammer Curl (Dumbbell)",,"",2,"normal",6.8,5,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Hammer Curl (Dumbbell)",,"",3,"normal",6.8,5,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Lateral Raise (Dumbbell)",,"",0,"normal",18.14,10,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Lateral Raise (Dumbbell)",,"",1,"normal",18.14,10,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Lateral Raise (Dumbbell)",,"",2,"normal",18.14,10,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Lateral Raise (Dumbbell)",,"",3,"normal",18.14,10,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Decline Chest Fly (Dumbbell)",,"",0,"normal",18.14,10,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Decline Chest Fly (Dumbbell)",,"",1,"normal",18.14,10,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Decline Chest Fly (Dumbbell)",,"",2,"normal",18.14,10,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Decline Chest Fly (Dumbbell)",,"",3,"normal",18.14,10,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Hammer Curl (Dumbbell)",,"",0,"normal",18.14,15,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Hammer Curl (Dumbbell)",,"",1,"normal",18.14,15,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Hammer Curl (Dumbbell)",,"",2,"normal",18.14,15,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Hammer Curl (Dumbbell)",,"",3,"normal",18.14,10,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Bench Press (Barbell)",,"",0,"normal",22.68,8,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Bench Press (Barbell)",,"",1,"normal",22.68,8,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Bench Press (Barbell)",,"",2,"normal",22.68,8,,,
"Morning workout ☀️","27 Jul 2025, 17:41","27 Jul 2025, 18:45","","Bench Press (Barbell)",,"",3,"normal",22.68,6,,,
"Morning workout ☀️","22 Jul 2025, 16:51","22 Jul 2025, 17:13","","Hammer Curl (Dumbbell)",,"",0,"normal",10,15,,,
"Morning workout ☀️","22 Jul 2025, 16:51","22 Jul 2025, 17:13","","Hammer Curl (Dumbbell)",,"",1,"normal",10,10,,,
"Morning workout ☀️","22 Jul 2025, 16:51","22 Jul 2025, 17:13","","Hammer Curl (Dumbbell)",,"",2,"normal",10,10,,,
"Morning workout ☀️","22 Jul 2025, 16:51","22 Jul 2025, 17:13","","Hammer Curl (Dumbbell)",,"",3,"normal",10,10,,,
"Morning workout ☀️","22 Jul 2025, 16:51","22 Jul 2025, 17:13","","Hammer Curl (Dumbbell)",,"",0,"normal",10,10,,,
"Morning workout ☀️","22 Jul 2025, 16:51","22 Jul 2025, 17:13","","Hammer Curl (Dumbbell)",,"",1,"normal",10,10,,,
"Morning workout ☀️","22 Jul 2025, 16:51","22 Jul 2025, 17:13","","Hammer Curl (Dumbbell)",,"",2,"normal",10,10,,,
"Morning workout ☀️","22 Jul 2025, 16:51","22 Jul 2025, 17:13","","Hammer Curl (Dumbbell)",,"",3,"normal",10,10,,,
"Morning workout ☀️","22 Jul 2025, 16:51","22 Jul 2025, 17:13","","Bench Press (Barbell)",,"",0,"warmup",,10,,,
"Morning workout ☀️","22 Jul 2025, 16:51","22 Jul 2025, 17:13","","Bench Press (Barbell)",,"",1,"warmup",,5,,,
"Morning workout ☀️","22 Jul 2025, 16:51","22 Jul 2025, 17:13","","Bench Press (Barbell)",,"",2,"normal",22,20,,,
"Morning workout ☀️","22 Jul 2025, 16:51","22 Jul 2025, 17:13","","Bench Press (Barbell)",,"",3,"normal",22,20,,,
"Morning workout ☀️","22 Jul 2025, 16:51","22 Jul 2025, 17:13","","Bench Press (Barbell)",,"",4,"normal",22,20,,,
"Morning workout ☀️","22 Jul 2025, 16:51","22 Jul 2025, 17:13","","Bench Press (Barbell)",,"",5,"normal",22,20,,,
"Morning workout ☀️","22 Jul 2025, 16:51","22 Jul 2025, 17:13","","Lateral Raise (Dumbbell)",,"",0,"normal",4.54,10,,,
"Morning workout ☀️","22 Jul 2025, 16:51","22 Jul 2025, 17:13","","Lateral Raise (Dumbbell)",,"",1,"normal",4.54,10,,,
"Morning workout ☀️","22 Jul 2025, 16:51","22 Jul 2025, 17:13","","Lateral Raise (Dumbbell)",,"",2,"normal",4.54,10,,,
"Morning workout ☀️","22 Jul 2025, 16:51","22 Jul 2025, 17:13","","Lateral Raise (Dumbbell)",,"",3,"normal",4.54,10,,,
"Morning workout ☀️","21 Jul 2025, 14:34","21 Jul 2025, 15:38","","Incline Bench Press (Dumbbell)",,"",0,"normal",10,10,,,
"Morning workout ☀️","21 Jul 2025, 14:34","21 Jul 2025, 15:38","","Incline Bench Press (Dumbbell)",,"",1,"normal",10,10,,,
"Morning workout ☀️","21 Jul 2025, 14:34","21 Jul 2025, 15:38","","Incline Bench Press (Dumbbell)",,"",2,"normal",10,10,,,
"Morning workout ☀️","21 Jul 2025, 14:34","21 Jul 2025, 15:38","","Incline Bench Press (Dumbbell)",,"",3,"normal",10,10,,,
"Morning workout ☀️","21 Jul 2025, 14:34","21 Jul 2025, 15:38","","Hammer Curl (Dumbbell)",,"",0,"normal",10,10,,,
"Morning workout ☀️","21 Jul 2025, 14:34","21 Jul 2025, 15:38","","Hammer Curl (Dumbbell)",,"",1,"normal",10,10,,,
"Morning workout ☀️","21 Jul 2025, 14:34","21 Jul 2025, 15:38","","Hammer Curl (Dumbbell)",,"",2,"normal",10,10,,,
"Morning workout ☀️","21 Jul 2025, 14:34","21 Jul 2025, 15:38","","Hammer Curl (Dumbbell)",,"",3,"normal",10,10,,,
"Morning workout ☀️","21 Jul 2025, 14:34","21 Jul 2025, 15:38","","Shoulder Press (Dumbbell)",,"",0,"normal",10,10,,,
"Morning workout ☀️","21 Jul 2025, 14:34","21 Jul 2025, 15:38","","Shoulder Press (Dumbbell)",,"",1,"normal",10,10,,,
"Morning workout ☀️","21 Jul 2025, 14:34","21 Jul 2025, 15:38","","Shoulder Press (Dumbbell)",,"",2,"normal",10,10,,,
"Morning workout ☀️","21 Jul 2025, 14:34","21 Jul 2025, 15:38","","Shoulder Press (Dumbbell)",,"",3,"normal",10,10,,,
"Push","8 Jul 2025, 15:18","8 Jul 2025, 15:31","","Incline Bench Press (Dumbbell)",,"",0,"normal",11,10,,,
"Push","8 Jul 2025, 15:18","8 Jul 2025, 15:31","","Incline Bench Press (Dumbbell)",,"",1,"normal",11,10,,,
"Push","8 Jul 2025, 15:18","8 Jul 2025, 15:31","","Incline Bench Press (Dumbbell)",,"",2,"normal",11,10,,,
"Push","8 Jul 2025, 15:18","8 Jul 2025, 15:31","","Incline Bench Press (Dumbbell)",,"",3,"normal",14,10,,,
"Push","8 Jul 2025, 15:18","8 Jul 2025, 15:31","","Bicep Curl (Barbell)",,"",0,"normal",14,10,,,
"Push","8 Jul 2025, 15:18","8 Jul 2025, 15:31","","Bicep Curl (Barbell)",,"",1,"normal",14,10,,,
"Push","5 Jul 2025, 08:39","5 Jul 2025, 09:43","","Warm Up",,"",0,"normal",,,,3,
"Push","5 Jul 2025, 08:39","5 Jul 2025, 09:43","","Bench Press (Barbell)",,"",0,"warmup",,10,,,
"Push","5 Jul 2025, 08:39","5 Jul 2025, 09:43","","Bench Press (Barbell)",,"",1,"warmup",,5,,,
"Push","5 Jul 2025, 08:39","5 Jul 2025, 09:43","","Bench Press (Barbell)",,"",2,"normal",60,6,,,
"Push","5 Jul 2025, 08:39","5 Jul 2025, 09:43","","Bench Press (Barbell)",,"",3,"normal",60,6,,,
"Push","5 Jul 2025, 08:39","5 Jul 2025, 09:43","","Bench Press (Barbell)",,"",4,"normal",60,6,,,
"Push","5 Jul 2025, 08:39","5 Jul 2025, 09:43","","Bench Press (Barbell)",,"",5,"normal",60,5,,,
"Push","5 Jul 2025, 08:39","5 Jul 2025, 09:43","","Incline Bench Press (Dumbbell)",,"",0,"normal",14,10,,,
"Push","5 Jul 2025, 08:39","5 Jul 2025, 09:43","","Incline Bench Press (Dumbbell)",,"",1,"normal",14,10,,,
"Push","5 Jul 2025, 08:39","5 Jul 2025, 09:43","","Incline Bench Press (Dumbbell)",,"",2,"normal",14,10,,,
